1.000000000000000000e+00 7.895402438512577614e-02
1.005046358483368207e+00 7.873328666173620705e-02
1.010118182700679101e+00 7.851113170968614108e-02
1.015215601161155057e+00 7.828755930210312686e-02
1.020338743022522365e+00 7.806256824380621018e-02
1.025487738094283285e+00 7.783616022517664268e-02
1.030662716841005411e+00 7.760833466120281576e-02
1.035863810385627248e+00 7.737909197004518014e-02
1.041091150512780894e+00 7.714843322004170945e-02
1.046344869672130473e+00 7.691635747587968752e-02
1.051625100981729233e+00 7.668286818450135989e-02
1.056931978231391289e+00 7.644796727706386352e-02
1.062265635886082471e+00 7.621165412982383591e-02
1.067626209089326705e+00 7.597393191282518499e-02
1.073013833666630834e+00 7.573480245454872195e-02
1.078428646128925861e+00 7.549426736555774065e-02
1.083870783676025740e+00 7.525233000933408134e-02
1.089340384200104150e+00 7.500899301356116211e-02
1.094837586289187925e+00 7.476425927228258494e-02
1.100362529230668684e+00 7.451813208209079331e-02
1.105915353014832236e+00 7.427061721226844992e-02
1.111496198338405739e+00 7.402171679311747576e-02
1.117105206608122181e+00 7.377143437971499240e-02
1.122742519944303963e+00 7.351977526009798036e-02
1.128408281184463124e+00 7.326674474399039183e-02
1.134102633886921119e+00 7.301234725039959517e-02
1.139825722334446567e+00 7.275658922731632894e-02
1.145577691537910336e+00 7.249947496663539104e-02
1.151358687239959933e+00 7.224101112070217823e-02
1.157168855918712991e+00 7.198120454358791775e-02
1.163008344791467863e+00 7.172006084860159392e-02
1.168877301818434189e+00 7.145758893036781301e-02
1.174775875706482120e+00 7.119379487582365440e-02
1.180704215912909749e+00 7.092868564375591489e-02
1.186662472649230526e+00 7.066227083029825995e-02
1.192650796884978659e+00 7.039455783718849557e-02
1.198669340351534940e+00 7.012555508339855803e-02
1.204718255545971228e+00 6.985527138569601335e-02
1.210797695734914026e+00 6.958371779463358442e-02
1.216907814958428702e+00 6.931090334747738724e-02
1.223048768033921041e+00 6.903683746292475776e-02
1.229220710560062102e+00 6.876153189465189497e-02
1.235423798920728844e+00 6.848499655913124762e-02
1.241658190288967178e+00 6.820724280806164663e-02
1.247924042630975672e+00 6.792828286675177407e-02
1.254221514710105456e+00 6.764812841391966425e-02
1.260550766090885677e+00 6.736679207890211574e-02
1.266911957143064704e+00 6.708428673466181047e-02
1.273305249045674215e+00 6.680062493635521848e-02
1.279730803791113036e+00 6.651582132736438835e-02
1.286188784189251866e+00 6.622989013956406823e-02
1.292679353871558412e+00 6.594284494217021730e-02
1.299202677295242969e+00 6.565470180466893846e-02
1.305758919747426416e+00 6.536547485058701035e-02
1.312348247349327535e+00 6.507518039060113113e-02
1.318970827060472084e+00 6.478383476033766630e-02
1.325626826682923864e+00 6.449145425089375383e-02
1.332316414865535759e+00 6.419805573852702119e-02
1.339039761108222981e+00 6.390365693125565905e-02
1.345797035766258753e+00 6.360827673984342789e-02
1.352588410054589740e+00 6.331193232386049530e-02
1.359414056052174136e+00 6.301464283769367403e-02
1.366274146706342840e+00 6.271642762394732951e-02
1.373168855837181068e+00 6.241730654043700643e-02
1.380098358141931936e+00 6.211729943397254622e-02
1.387062829199424030e+00 6.181642754044142790e-02
1.394062445474519185e+00 6.151471132290693006e-02
1.401097384322584460e+00 6.121217274551919024e-02
1.408167823993985657e+00 6.090883385268119204e-02
1.415273943638603926e+00 6.060471668729597305e-02
1.422415923310374586e+00 6.029984527964538099e-02
1.429593943971849690e+00 5.999424220141157810e-02
1.436808187498783917e+00 5.968793139948821991e-02
1.444058836684741109e+00 5.938093762098785311e-02
1.451346075245728118e+00 5.907328533235229467e-02
1.458670087824847306e+00 5.876499999139413871e-02
1.466031059996977692e+00 5.845610715113570138e-02
1.473429178273474749e+00 5.814663351815503589e-02
1.480864630106897284e+00 5.783660544328311087e-02
1.488337603895756978e+00 5.752605018929179276e-02
1.495848288989292341e+00 5.721499576957640720e-02
1.503396875692265100e+00 5.690346968639615338e-02
1.510983555269783896e+00 5.659150072854820385e-02
1.518608519952149516e+00 5.627911807618062728e-02
1.526271962939725224e+00 5.596635107575333862e-02
1.533974078407833064e+00 5.565322980937435077e-02
1.541715061511673257e+00 5.533978456872024748e-02
1.549495108391269138e+00 5.502604602470907019e-02
1.557314416176436955e+00 5.471204583012725942e-02
1.565173182991780543e+00 5.439781562482765703e-02
1.573071607961711527e+00 5.408338742190010873e-02
1.581009891215494623e+00 5.376879428171331410e-02
1.588988233892318913e+00 5.345406856862827683e-02
1.597006838146393548e+00 5.313924418307243436e-02
1.605065907152070759e+00 5.282435493639998925e-02
1.613165645108992630e+00 5.250943498336985843e-02
1.621306257247266291e+00 5.219451891821350054e-02
1.629487949832663984e+00 5.187964195661131511e-02
